STATION_NAME,LAT,LON,Annual,0
LARAPUNA-EDDYSTONE-POINT,-40.99,148.35,18.51,180.59461538461534
LAUNCESTON-AIRPORT,-41.55,147.21,18.62,178.14512820512815
LAVERTON-RAAF,-37.86,144.76,20.67,189.6128205128205
LEARMONTH-AIRPORT,-22.24,114.1,32.82,270.81307692307695
LONGREACH-AERO,-23.44,144.28,32.86,259.08641025641026
LOW-HEAD,-41.06,146.79,17.13,175.65153846153848
MACKAY-M.O,-21.12,149.22,27.5,232.23512820512815
MARBLE-BAR,-21.18,119.75,35.71,269.565512820513
MARREE,-29.65,138.06,30.21,253.79653846153846
MEEKATHARRA-AIRPORT,-26.61,118.54,30.12,262.43551282051277
MELBOURNE-REGIONAL-OFFICE,-37.81,144.97,21.2,189.6128205128205
MERREDIN,-31.48,118.28,26.32,239.7682051282051
MILDURA-AIRPORT,-34.24,142.09,24.85,221.93602564102554
MILES-CONSTANCE-STREET,-26.66,150.18,28.25,236.0108974358975
MORAWA-AIRPORT,-29.2,116.02,28.56,249.73423076923078
MOREE-AERO,-29.49,149.85,27.38,236.475
MORUYA-HEADS-PILOT-STATION,-35.91,150.15,21.58,189.42051282051278
MOUNT-GAMBIER-AERO,-37.75,140.77,19.84,189.61551282051283
NHILL-AERODROME,-36.31,141.65,23.08,205.12089743589743
NORMANTON-AIRPORT,-17.69,141.07,34.58,257.7276923076922
NORTH-SHIELDS-PORT-LINCOLN-AWS,-34.6,135.88,21.58,207.30730769230766
NOWRA-RAN-AIR-STATION-AWS,-34.95,150.54,23.16,190.84615384615384
NURIOOTPA-VITICULTURAL,-34.48,139.01,21.96,215.2258974358975
OODNADATTA-AIRPORT,-27.56,135.45,31.33,256.23935897435894
ORBOST,-37.69,148.47,20.81,180.83910256410257
PALMERVILLE,-16,144.08,33.84,241.68166666666664
PERTH-AIRPORT,-31.93,115.98,25.82,235.517435897436
PORT-HEDLAND-AIRPORT,-20.37,118.63,34.11,266.47871794871804
PORT-MACQUARIE-AIRPORT-AWS,-31.43,152.87,24.65,199.05820512820512
RABBIT-FLAT,-20.18,130.01,34.67,267.73141025641024
RICHMOND-POST-OFFICE,-20.73,143.14,33.51,267.4034615384616
RICHMOND-RAAF,-33.6,150.78,24.87,193.63525641025635
ROBE-COMPARISON,-37.16,139.76,19.04,188.95474358974363
ROCKHAMPTON-AERO,-23.38,150.48,29.59,236.24166666666673
RUTHERGLEN-RESEARCH,-36.1,146.51,22.72,203.60307692307683
SCONE-AIRPORT-AWS,-32.03,150.83,25.19,206.42897435897433
SNOWTOWN-RAYVILLE-PARK,-33.77,138.22,24.44,222.78128205128198
ST-GEORGE-AIRPORT,-28.05,148.59,28.61,243.49833333333328
SYDNEY-OBSERVATORY-HILL,-33.86,151.21,23.66,195.11320512820507
TARCOOLA-AERO,-30.71,134.58,28.11,241.6348717948718
TENNANT-CREEK-AIRPORT,-19.64,134.18,32.86,267.45576923076925
THARGOMINDAH-AIRPORT,-27.99,143.81,30.3,254.66551282051267
TIBOOBURRA-POST-OFFICE,-29.43,142.01,29,252.15897435897438
TOWNSVILLE-AERO,-19.25,146.77,30.32,240.03448717948712
VICTORIA-RIVER-DOWNS,-16.4,131.01,36,260.966282051282
WAGGA-WAGGA-AMO,-35.16,147.46,23.5,210.08141025641032
WALGETT-AIRPORT-AWS,-30.04,148.12,28.45,235.60051282051282
WANDERING,-32.67,116.67,24.14,226.28371794871796
WEIPA-AERO,-12.68,141.92,33.59,234.94999999999993
WILCANNIA-REID-ST,-31.56,143.37,27.71,240.45653846153846
WILLIAMTOWN-RAAF,-32.79,151.84,24.47,200.36358974358973
WILSONS-PROMONTORY-LIGHTHOUSE,-39.13,146.42,17.21,183.60974358974363
WITTENOOM,-22.24,118.34,34.07,265.6950000000001
WOOMERA-AERODROME,-31.16,136.81,26.94,233.30282051282046
WYALONG-POST-OFFICE,-33.93,147.24,24.8,223.50782051282053
YAMBA-PILOT-STATION,-29.43,153.36,25.12,211.00641025641022
ADELAIDE-KENT-TOWN,-34.92,138.62,23.6,216.00115384615384
ALBANY-AIRPORT-COMPARISON,-34.94,117.8,20.95,204.08487179487182
ALICE-SPRINGS-AIRPORT,-23.8,133.89,30.29,266.0256410256411
AMBERLEY-AMO,-27.63,152.71,28.24,219.59115384615384
BARCALDINE-POST-OFFICE,-23.55,145.29,32.08,256.9039743589743
BATHURST-AGRICULTURAL-STATION,-33.43,149.56,21.48,210.15679487179492
BIRDSVILLE-AIRPORT,-25.9,139.35,32.46,264.346282051282
BOULIA-AIRPORT,-22.91,139.9,33.63,271.0491025641026
BOURKE-AIRPORT-AWS,-30.04,145.95,29.26,240.50217948717938
BRIDGETOWN-COMPARISON,-33.96,116.14,23.62,217.25179487179483
BRISBANE-AERO,-27.39,153.12,26.33,215.48448717948725
BROOME-AIRPORT,-17.95,122.23,33.14,263.2
BUNDABERG-AERO,-24.91,152.32,27.8,230.59320512820517
BURKETOWN-AIRPORT,-17.75,139.54,34.6,248.6629487179487
BUTLERS-GORGE,-42.28,146.28,13.96,160.02961538461548
CABRAMURRA-SMHEA-AWS,-35.94,148.38,12.93,204.5866666666667
CAIRNS-AERO,-16.87,145.75,30.15,227.01217948717954
CAMOOWEAL-TOWNSHIP,-19.92,138.12,34.58,263.06576923076926
CANBERRA-AIRPORT,-35.31,149.2,21.65,199.95948717948724
CAPE-BORDA,-35.75,136.6,19.54,197.25051282051285
CAPE-BRUNY-LIGHTHOUSE,-43.49,147.15,15.98,160.00500000000005
CAPE-LEEUWIN,-34.37,115.14,20.75,203.24038461538467
CAPE-MORETON-LIGHTHOUSE,-27.03,153.47,24.92,215.48448717948725
CAPE-OTWAY-LIGHTHOUSE,-38.86,143.51,17.56,179.97923076923078
CARNARVON-AIRPORT,-24.89,113.67,28.94,266.3053846153845
CEDUNA-AMO,-32.13,133.7,25.34,222.31961538461533
CHARLEVILLE-AERO,-26.41,146.26,30.21,248.8498717948718
CHARTERS-TOWERS-AIRPORT,-20.05,146.27,31.4,252.9807692307692
COBAR-MO,-31.48,145.83,27.16,234.0566666666666
COFFS-HARBOUR-MO,-30.31,153.12,24.6,206.5312820512821
CUNDERDIN-AIRFIELD,-31.62,117.22,26.62,239.94205128205127
DALWALLINU-COMPARISON,-30.28,116.66,27.53,244.93717948717946
DARWIN-AIRPORT,-12.42,130.89,33.39,238.56987179487186
DENILIQUIN-AIRPORT-AWS,-35.56,144.95,24.46,217.4278205128206
DUBBO-AIRPORT-AWS,-32.22,148.58,25.61,225.25448717948706
EAST-SALE-AIRPORT,-38.12,147.13,20.95,185.64371794871795
ESPERANCE,-33.83,121.89,22.66,213.71282051282054
EUCLA,-31.68,128.88,24.14,225.51974358974354
FORREST,-30.85,128.11,27.07,233.7058974358974
GABO-ISLAND-LIGHTHOUSE,-37.57,149.92,19.59,180.68423076923068
GAYNDAH-AIRPORT,-25.62,151.62,29.66,227.89756410256413
GEORGETOWN-AIRPORT,-18.3,143.53,34.07,259.6933333333333
GERALDTON-AIRPORT-COMPARISON,-28.8,114.7,27.31,250.28230769230765
GILES-METEOROLOGICAL-OFFICE,-25.03,128.3,30.92,258.4346153846153
GROVE-RESEARCH-STATION,-42.99,147.07,18.34,171.52589743589746
GUNNEDAH-RESOURCE-CENTRE,-31.03,150.27,26.05,222.3760256410257
HALLS-CREEK-AIRPORT,-18.23,127.66,35.34,264.8110256410256
HOBART-ELLERSLIE-ROAD,-42.89,147.33,18.64,171.52589743589746
HORN-ISLAND,-10.58,142.29,31.33,216.56935897435898
INVERELL-RAGLAN-ST,-29.78,151.11,24.95,225.3560256410257
JERVIS-BAY-POINT-PERPENDICULAR-AWS,-35.09,150.8,21.55,189.42051282051278
KALGOORLIE-BOULDER-AIRPORT,-30.78,121.45,26.68,241.76628205128196
KALUMBURU,-14.3,126.65,35.43,253.63692307692304
KATANNING-COMPARISON,-33.69,117.56,23.51,222.14538461538461
KERANG,-35.72,143.92,24.39,217.55320512820515
KYANCUTTA,-33.13,135.56,26.7,219.5358974358975
LARAPUNA-EDDYSTONE-POINT,-40.99,148.35,18.66,180.59461538461534
LAUNCESTON-AIRPORT,-41.55,147.21,18.8,178.14512820512815
LAVERTON-RAAF,-37.86,144.76,21.06,189.6128205128205
LEARMONTH-AIRPORT,-22.24,114.1,33.12,270.81307692307695
LONGREACH-AERO,-23.44,144.28,33.5,259.08641025641026
LOW-HEAD,-41.06,146.79,17.33,175.65153846153848
MACKAY-M.O,-21.12,149.22,27.73,232.23512820512815
MARBLE-BAR,-21.18,119.75,36.12,269.565512820513
MARREE,-29.65,138.06,30.69,253.79653846153846
MEEKATHARRA-AIRPORT,-26.61,118.54,30.52,262.43551282051277
MELBOURNE-REGIONAL-OFFICE,-37.81,144.97,21.59,189.6128205128205
MERREDIN,-31.48,118.28,26.64,239.7682051282051
MILDURA-AIRPORT,-34.24,142.09,25.55,221.93602564102554
MILES-CONSTANCE-STREET,-26.66,150.18,28.47,236.0108974358975
MORAWA-AIRPORT,-29.2,116.02,28.86,249.73423076923078
MOREE-AERO,-29.49,149.85,27.5,236.475
MORUYA-HEADS-PILOT-STATION,-35.91,150.15,21.71,189.42051282051278
MOUNT-GAMBIER-AERO,-37.75,140.77,20.21,189.61551282051283
NHILL-AERODROME,-36.31,141.65,23.63,205.12089743589743
NORMANTON-AIRPORT,-17.69,141.07,34.98,257.7276923076922
NORTH-SHIELDS-PORT-LINCOLN-AWS,-34.6,135.88,22,207.30730769230766
NOWRA-RAN-AIR-STATION-AWS,-34.95,150.54,23.28,190.84615384615384
NURIOOTPA-VITICULTURAL,-34.48,139.01,22.47,215.2258974358975
OODNADATTA-AIRPORT,-27.56,135.45,31.74,256.23935897435894
ORBOST,-37.69,148.47,21.03,180.83910256410257
PALMERVILLE,-16,144.08,33.9,241.68166666666664
PERTH-AIRPORT,-31.93,115.98,26.1,235.517435897436
PORT-HEDLAND-AIRPORT,-20.37,118.63,34.44,266.47871794871804
PORT-MACQUARIE-AIRPORT-AWS,-31.43,152.87,24.63,199.05820512820512
RABBIT-FLAT,-20.18,130.01,35.08,267.73141025641024
RICHMOND-POST-OFFICE,-20.73,143.14,34.1,267.4034615384616
RICHMOND-RAAF,-33.6,150.78,24.97,193.63525641025635
ROBE-COMPARISON,-37.16,139.76,19.4,188.95474358974363
ROCKHAMPTON-AERO,-23.38,150.48,29.78,236.24166666666673
RUTHERGLEN-RESEARCH,-36.1,146.51,23.08,203.60307692307683
SCONE-AIRPORT-AWS,-32.03,150.83,25.29,206.42897435897433
SNOWTOWN-RAYVILLE-PARK,-33.77,138.22,25,222.78128205128198
ST-GEORGE-AIRPORT,-28.05,148.59,28.86,243.49833333333328
SYDNEY-OBSERVATORY-HILL,-33.86,151.21,23.75,195.11320512820507
TARCOOLA-AERO,-30.71,134.58,28.67,241.6348717948718
TENNANT-CREEK-AIRPORT,-19.64,134.18,33.36,267.45576923076925
THARGOMINDAH-AIRPORT,-27.99,143.81,30.59,254.66551282051267
TIBOOBURRA-POST-OFFICE,-29.43,142.01,29.35,252.15897435897438
TOWNSVILLE-AERO,-19.25,146.77,30.5,240.03448717948712
VICTORIA-RIVER-DOWNS,-16.4,131.01,36.42,260.966282051282
WAGGA-WAGGA-AMO,-35.16,147.46,23.76,210.08141025641032
WALGETT-AIRPORT-AWS,-30.04,148.12,28.72,235.60051282051282
WANDERING,-32.67,116.67,24.43,226.28371794871796
WEIPA-AERO,-12.68,141.92,33.65,234.94999999999993
WILCANNIA-REID-ST,-31.56,143.37,28.24,240.45653846153846
WILLIAMTOWN-RAAF,-32.79,151.84,24.52,200.36358974358973
WILSONS-PROMONTORY-LIGHTHOUSE,-39.13,146.42,17.47,183.60974358974363
WITTENOOM,-22.24,118.34,34.5,265.6950000000001
WOOMERA-AERODROME,-31.16,136.81,27.6,233.30282051282046
WYALONG-POST-OFFICE,-33.93,147.24,25.1,223.50782051282053
YAMBA-PILOT-STATION,-29.43,153.36,25.08,211.00641025641022
ADELAIDE-KENT-TOWN,-34.92,138.62,23.64,216.00115384615384
ALBANY-AIRPORT-COMPARISON,-34.94,117.8,20.99,204.08487179487182
ALICE-SPRINGS-AIRPORT,-23.8,133.89,30.49,266.0256410256411
AMBERLEY-AMO,-27.63,152.71,28.54,219.59115384615384
BARCALDINE-POST-OFFICE,-23.55,145.29,32.08,256.9039743589743
BATHURST-AGRICULTURAL-STATION,-33.43,149.56,21.74,210.15679487179492
BIRDSVILLE-AIRPORT,-25.9,139.35,32.57,264.346282051282
BOULIA-AIRPORT,-22.91,139.9,33.7,271.0491025641026
BOURKE-AIRPORT-AWS,-30.04,145.95,29.37,240.50217948717938
BRIDGETOWN-COMPARISON,-33.96,116.14,23.67,217.25179487179483
BRISBANE-AERO,-27.39,153.12,26.58,215.48448717948725
BROOME-AIRPORT,-17.95,122.23,33.47,263.2
BUNDABERG-AERO,-24.91,152.32,28.01,230.59320512820517
BURKETOWN-AIRPORT,-17.75,139.54,34.83,248.6629487179487
BUTLERS-GORGE,-42.28,146.28,14.16,160.02961538461548
CABRAMURRA-SMHEA-AWS,-35.94,148.38,13.17,204.5866666666667
CAIRNS-AERO,-16.87,145.75,30.35,227.01217948717954
CAMOOWEAL-TOWNSHIP,-19.92,138.12,34.72,263.06576923076926
CANBERRA-AIRPORT,-35.31,149.2,21.89,199.95948717948724
CAPE-BORDA,-35.75,136.6,19.65,197.25051282051285
CAPE-BRUNY-LIGHTHOUSE,-43.49,147.15,16.24,160.00500000000005
CAPE-LEEUWIN,-34.37,115.14,20.75,203.24038461538467
CAPE-MORETON-LIGHTHOUSE,-27.03,153.47,25.18,215.48448717948725
CAPE-OTWAY-LIGHTHOUSE,-38.86,143.51,17.75,179.97923076923078
CARNARVON-AIRPORT,-24.89,113.67,28.98,266.3053846153845
CEDUNA-AMO,-32.13,133.7,25.39,222.31961538461533
CHARLEVILLE-AERO,-26.41,146.26,30.32,248.8498717948718
CHARTERS-TOWERS-AIRPORT,-20.05,146.27,31.51,252.9807692307692
COBAR-MO,-31.48,145.83,27.17,234.0566666666666
COFFS-HARBOUR-MO,-30.31,153.12,24.92,206.5312820512821
CUNDERDIN-AIRFIELD,-31.62,117.22,26.7,239.94205128205127
DALWALLINU-COMPARISON,-30.28,116.66,27.58,244.93717948717946
DARWIN-AIRPORT,-12.42,130.89,33.63,238.56987179487186
DENILIQUIN-AIRPORT-AWS,-35.56,144.95,24.49,217.4278205128206
DUBBO-AIRPORT-AWS,-32.22,148.58,25.77,225.25448717948706
EAST-SALE-AIRPORT,-38.12,147.13,21.18,185.64371794871795
ESPERANCE,-33.83,121.89,22.61,213.71282051282054
EUCLA,-31.68,128.88,24.19,225.51974358974354
FORREST,-30.85,128.11,27.07,233.7058974358974
GABO-ISLAND-LIGHTHOUSE,-37.57,149.92,19.85,180.68423076923068
GAYNDAH-AIRPORT,-25.62,151.62,29.83,227.89756410256413
GEORGETOWN-AIRPORT,-18.3,143.53,34.21,259.6933333333333
GERALDTON-AIRPORT-COMPARISON,-28.8,114.7,27.33,250.28230769230765
GILES-METEOROLOGICAL-OFFICE,-25.03,128.3,31.04,258.4346153846153
GROVE-RESEARCH-STATION,-42.99,147.07,18.56,171.52589743589746
GUNNEDAH-RESOURCE-CENTRE,-31.03,150.27,26.29,222.3760256410257
HALLS-CREEK-AIRPORT,-18.23,127.66,35.46,264.8110256410256
HOBART-ELLERSLIE-ROAD,-42.89,147.33,18.89,171.52589743589746
HORN-ISLAND,-10.58,142.29,31.46,216.56935897435898
INVERELL-RAGLAN-ST,-29.78,151.11,25.24,225.3560256410257
JERVIS-BAY-POINT-PERPENDICULAR-AWS,-35.09,150.8,21.81,189.42051282051278
KALGOORLIE-BOULDER-AIRPORT,-30.78,121.45,26.6,241.76628205128196
KALUMBURU,-14.3,126.65,35.66,253.63692307692304
KATANNING-COMPARISON,-33.69,117.56,23.55,222.14538461538461
KERANG,-35.72,143.92,24.37,217.55320512820515
KYANCUTTA,-33.13,135.56,26.71,219.5358974358975
LARAPUNA-EDDYSTONE-POINT,-40.99,148.35,18.92,180.59461538461534
LAUNCESTON-AIRPORT,-41.55,147.21,19.01,178.14512820512815
LAVERTON-RAAF,-37.86,144.76,21.24,189.6128205128205
LEARMONTH-AIRPORT,-22.24,114.1,33.26,270.81307692307695
LONGREACH-AERO,-23.44,144.28,33.48,259.08641025641026
LOW-HEAD,-41.06,146.79,17.52,175.65153846153848
MACKAY-M.O,-21.12,149.22,27.85,232.23512820512815
MARBLE-BAR,-21.18,119.75,36.21,269.565512820513
MARREE,-29.65,138.06,30.76,253.79653846153846
MEEKATHARRA-AIRPORT,-26.61,118.54,30.59,262.43551282051277
MELBOURNE-REGIONAL-OFFICE,-37.81,144.97,21.79,189.6128205128205
MERREDIN,-31.48,118.28,26.66,239.7682051282051
MILDURA-AIRPORT,-34.24,142.09,25.41,221.93602564102554
MILES-CONSTANCE-STREET,-26.66,150.18,28.73,236.0108974358975
MORAWA-AIRPORT,-29.2,116.02,28.91,249.73423076923078
MOREE-AERO,-29.49,149.85,27.77,236.475
MORUYA-HEADS-PILOT-STATION,-35.91,150.15,21.95,189.42051282051278
MOUNT-GAMBIER-AERO,-37.75,140.77,20.3,189.61551282051283
NHILL-AERODROME,-36.31,141.65,23.58,205.12089743589743
NORMANTON-AIRPORT,-17.69,141.07,35.2,257.7276923076922
NORTH-SHIELDS-PORT-LINCOLN-AWS,-34.6,135.88,22.08,207.30730769230766
NOWRA-RAN-AIR-STATION-AWS,-34.95,150.54,23.55,190.84615384615384
NURIOOTPA-VITICULTURAL,-34.48,139.01,22.45,215.2258974358975
OODNADATTA-AIRPORT,-27.56,135.45,31.79,256.23935897435894
ORBOST,-37.69,148.47,21.28,180.83910256410257
PALMERVILLE,-16,144.08,34.09,241.68166666666664
PERTH-AIRPORT,-31.93,115.98,26.14,235.517435897436
PORT-HEDLAND-AIRPORT,-20.37,118.63,34.64,266.47871794871804
PORT-MACQUARIE-AIRPORT-AWS,-31.43,152.87,24.93,199.05820512820512
RABBIT-FLAT,-20.18,130.01,35.36,267.73141025641024
RICHMOND-POST-OFFICE,-20.73,143.14,34.14,267.4034615384616
RICHMOND-RAAF,-33.6,150.78,25.25,193.63525641025635
ROBE-COMPARISON,-37.16,139.76,19.47,188.95474358974363
ROCKHAMPTON-AERO,-23.38,150.48,29.93,236.24166666666673
RUTHERGLEN-RESEARCH,-36.1,146.51,23.21,203.60307692307683
SCONE-AIRPORT-AWS,-32.03,150.83,25.58,206.42897435897433
SNOWTOWN-RAYVILLE-PARK,-33.77,138.22,24.99,222.78128205128198
ST-GEORGE-AIRPORT,-28.05,148.59,29.09,243.49833333333328
SYDNEY-OBSERVATORY-HILL,-33.86,151.21,24.03,195.11320512820507
TARCOOLA-AERO,-30.71,134.58,28.69,241.6348717948718
TENNANT-CREEK-AIRPORT,-19.64,134.18,33.51,267.45576923076925
THARGOMINDAH-AIRPORT,-27.99,143.81,30.7,254.66551282051267
TIBOOBURRA-POST-OFFICE,-29.43,142.01,29.53,252.15897435897438
TOWNSVILLE-AERO,-19.25,146.77,30.66,240.03448717948712
VICTORIA-RIVER-DOWNS,-16.4,131.01,36.67,260.966282051282
WAGGA-WAGGA-AMO,-35.16,147.46,23.92,210.08141025641032
WALGETT-AIRPORT-AWS,-30.04,148.12,28.88,235.60051282051282
WANDERING,-32.67,116.67,24.47,226.28371794871796
WEIPA-AERO,-12.68,141.92,33.85,234.94999999999993
WILCANNIA-REID-ST,-31.56,143.37,28.19,240.45653846153846
WILLIAMTOWN-RAAF,-32.79,151.84,24.8,200.36358974358973
WILSONS-PROMONTORY-LIGHTHOUSE,-39.13,146.42,17.7,183.60974358974363
WITTENOOM,-22.24,118.34,34.53,265.6950000000001
WOOMERA-AERODROME,-31.16,136.81,27.56,233.30282051282046
WYALONG-POST-OFFICE,-33.93,147.24,25.25,223.50782051282053
YAMBA-PILOT-STATION,-29.43,153.36,25.39,211.00641025641022
ADELAIDE-KENT-TOWN,-34.92,138.62,23.01,216.00115384615384
ALBANY-AIRPORT-COMPARISON,-34.94,117.8,20.59,204.08487179487182
ALICE-SPRINGS-AIRPORT,-23.8,133.89,29.87,266.0256410256411
AMBERLEY-AMO,-27.63,152.71,27.99,219.59115384615384
BARCALDINE-POST-OFFICE,-23.55,145.29,31.5,256.9039743589743
BATHURST-AGRICULTURAL-STATION,-33.43,149.56,20.86,210.15679487179492
BIRDSVILLE-AIRPORT,-25.9,139.35,32.04,264.346282051282
BOULIA-AIRPORT,-22.91,139.9,33.35,271.0491025641026
BOURKE-AIRPORT-AWS,-30.04,145.95,28.84,240.50217948717938
BRIDGETOWN-COMPARISON,-33.96,116.14,23.37,217.25179487179483
BRISBANE-AERO,-27.39,153.12,26.06,215.48448717948725
BROOME-AIRPORT,-17.95,122.23,32.84,263.2
BUNDABERG-AERO,-24.91,152.32,27.39,230.59320512820517
BURKETOWN-AIRPORT,-17.75,139.54,33.82,248.6629487179487
BUTLERS-GORGE,-42.28,146.28,13.77,160.02961538461548
CABRAMURRA-SMHEA-AWS,-35.94,148.38,12.33,204.5866666666667
CAIRNS-AERO,-16.87,145.75,29.77,227.01217948717954
CAMOOWEAL-TOWNSHIP,-19.92,138.12,34.16,263.06576923076926
CANBERRA-AIRPORT,-35.31,149.2,21.01,199.95948717948724
CAPE-BORDA,-35.75,136.6,19.05,197.25051282051285
CAPE-BRUNY-LIGHTHOUSE,-43.49,147.15,15.8,160.00500000000005
CAPE-LEEUWIN,-34.37,115.14,20.37,203.24038461538467
CAPE-MORETON-LIGHTHOUSE,-27.03,153.47,24.61,215.48448717948725
CAPE-OTWAY-LIGHTHOUSE,-38.86,143.51,17.19,179.97923076923078
CARNARVON-AIRPORT,-24.89,113.67,28.23,266.3053846153845
CEDUNA-AMO,-32.13,133.7,24.74,222.31961538461533
CHARLEVILLE-AERO,-26.41,146.26,29.76,248.8498717948718
CHARTERS-TOWERS-AIRPORT,-20.05,146.27,30.78,252.9807692307692
COBAR-MO,-31.48,145.83,26.5,234.0566666666666
COFFS-HARBOUR-MO,-30.31,153.12,24.29,206.5312820512821
CUNDERDIN-AIRFIELD,-31.62,117.22,26.48,239.94205128205127
DALWALLINU-COMPARISON,-30.28,116.66,27.31,244.93717948717946
DARWIN-AIRPORT,-12.42,130.89,32.86,238.56987179487186
DENILIQUIN-AIRPORT-AWS,-35.56,144.95,24.04,217.4278205128206
DUBBO-AIRPORT-AWS,-32.22,148.58,24.99,225.25448717948706
EAST-SALE-AIRPORT,-38.12,147.13,20.63,185.64371794871795
ESPERANCE,-33.83,121.89,22.39,213.71282051282054
EUCLA,-31.68,128.88,23.57,225.51974358974354
FORREST,-30.85,128.11,26.6,233.7058974358974
GABO-ISLAND-LIGHTHOUSE,-37.57,149.92,18.98,180.68423076923068
GAYNDAH-AIRPORT,-25.62,151.62,29.33,227.89756410256413
GEORGETOWN-AIRPORT,-18.3,143.53,33.44,259.6933333333333
GERALDTON-AIRPORT-COMPARISON,-28.8,114.7,26.78,250.28230769230765
GILES-METEOROLOGICAL-OFFICE,-25.03,128.3,30.65,258.4346153846153
GROVE-RESEARCH-STATION,-42.99,147.07,18.17,171.52589743589746
GUNNEDAH-RESOURCE-CENTRE,-31.03,150.27,25.68,222.3760256410257
HALLS-CREEK-AIRPORT,-18.23,127.66,35.16,264.8110256410256
HOBART-ELLERSLIE-ROAD,-42.89,147.33,18.47,171.52589743589746
HORN-ISLAND,-10.58,142.29,30.81,216.56935897435898
INVERELL-RAGLAN-ST,-29.78,151.11,24.82,225.3560256410257
JERVIS-BAY-POINT-PERPENDICULAR-AWS,-35.09,150.8,20.93,189.42051282051278
KALGOORLIE-BOULDER-AIRPORT,-30.78,121.45,26.55,241.76628205128196
KALUMBURU,-14.3,126.65,34.99,253.63692307692304
KATANNING-COMPARISON,-33.69,117.56,23.26,222.14538461538461
KERANG,-35.72,143.92,23.99,217.55320512820515
KYANCUTTA,-33.13,135.56,26.21,219.5358974358975
LARAPUNA-EDDYSTONE-POINT,-40.99,148.35,18.26,180.59461538461534
LAUNCESTON-AIRPORT,-41.55,147.21,18.55,178.14512820512815
LAVERTON-RAAF,-37.86,144.76,20.76,189.6128205128205
LEARMONTH-AIRPORT,-22.24,114.1,32.52,270.81307692307695
LONGREACH-AERO,-23.44,144.28,32.9,259.08641025641026
LOW-HEAD,-41.06,146.79,17.05,175.65153846153848
MACKAY-M.O,-21.12,149.22,27.2,232.23512820512815
MARBLE-BAR,-21.18,119.75,36.17,269.565512820513
MARREE,-29.65,138.06,30.04,253.79653846153846
MEEKATHARRA-AIRPORT,-26.61,118.54,30.13,262.43551282051277
MELBOURNE-REGIONAL-OFFICE,-37.81,144.97,21.31,189.6128205128205
MERREDIN,-31.48,118.28,26.5,239.7682051282051
MILDURA-AIRPORT,-34.24,142.09,24.94,221.93602564102554
MILES-CONSTANCE-STREET,-26.66,150.18,28.26,236.0108974358975
MORAWA-AIRPORT,-29.2,116.02,28.56,249.73423076923078
MOREE-AERO,-29.49,149.85,27.44,236.475
MORUYA-HEADS-PILOT-STATION,-35.91,150.15,21.07,189.42051282051278
MOUNT-GAMBIER-AERO,-37.75,140.77,19.82,189.61551282051283
NHILL-AERODROME,-36.31,141.65,23.2,205.12089743589743
NORMANTON-AIRPORT,-17.69,141.07,34.15,257.7276923076922
NORTH-SHIELDS-PORT-LINCOLN-AWS,-34.6,135.88,21.49,207.30730769230766
NOWRA-RAN-AIR-STATION-AWS,-34.95,150.54,22.66,190.84615384615384
NURIOOTPA-VITICULTURAL,-34.48,139.01,21.86,215.2258974358975
OODNADATTA-AIRPORT,-27.56,135.45,31.27,256.23935897435894
ORBOST,-37.69,148.47,20.49,180.83910256410257
PALMERVILLE,-16,144.08,33.35,241.68166666666664
PERTH-AIRPORT,-31.93,115.98,25.87,235.517435897436
PORT-HEDLAND-AIRPORT,-20.37,118.63,34.14,266.47871794871804
PORT-MACQUARIE-AIRPORT-AWS,-31.43,152.87,24.27,199.05820512820512
RABBIT-FLAT,-20.18,130.01,34.83,267.73141025641024
RICHMOND-POST-OFFICE,-20.73,143.14,33.58,267.4034615384616
RICHMOND-RAAF,-33.6,150.78,24.42,193.63525641025635
ROBE-COMPARISON,-37.16,139.76,18.97,188.95474358974363
ROCKHAMPTON-AERO,-23.38,150.48,29.32,236.24166666666673
RUTHERGLEN-RESEARCH,-36.1,146.51,22.48,203.60307692307683
SCONE-AIRPORT-AWS,-32.03,150.83,24.85,206.42897435897433
SNOWTOWN-RAYVILLE-PARK,-33.77,138.22,24.42,222.78128205128198
ST-GEORGE-AIRPORT,-28.05,148.59,28.69,243.49833333333328
SYDNEY-OBSERVATORY-HILL,-33.86,151.21,23.19,195.11320512820507
TARCOOLA-AERO,-30.71,134.58,28.05,241.6348717948718
TENNANT-CREEK-AIRPORT,-19.64,134.18,33.08,267.45576923076925
THARGOMINDAH-AIRPORT,-27.99,143.81,30.19,254.66551282051267
TIBOOBURRA-POST-OFFICE,-29.43,142.01,28.71,252.15897435897438
TOWNSVILLE-AERO,-19.25,146.77,29.99,240.03448717948712
VICTORIA-RIVER-DOWNS,-16.4,131.01,35.63,260.966282051282
WAGGA-WAGGA-AMO,-35.16,147.46,23.11,210.08141025641032
WALGETT-AIRPORT-AWS,-30.04,148.12,28.46,235.60051282051282
WANDERING,-32.67,116.67,24.28,226.28371794871796
WEIPA-AERO,-12.68,141.92,33.13,234.94999999999993
WILCANNIA-REID-ST,-31.56,143.37,27.42,240.45653846153846
WILLIAMTOWN-RAAF,-32.79,151.84,24.06,200.36358974358973
WILSONS-PROMONTORY-LIGHTHOUSE,-39.13,146.42,17.05,183.60974358974363
WITTENOOM,-22.24,118.34,34.44,265.6950000000001
