STATION_NAME,LAT,LON,Annual,0
CHARTERS-TOWERS-AIRPORT,-20.05,146.27,31.23,252.9807692307692
COBAR-MO,-31.48,145.83,26.71,234.0566666666666
COFFS-HARBOUR-MO,-30.31,153.12,24.42,206.5312820512821
CUNDERDIN-AIRFIELD,-31.62,117.22,26.28,239.94205128205127
DALWALLINU-COMPARISON,-30.28,116.66,27.13,244.93717948717946
DARWIN-AIRPORT,-12.42,130.89,33.12,238.56987179487186
DENILIQUIN-AIRPORT-AWS,-35.56,144.95,23.96,217.4278205128206
DUBBO-AIRPORT-AWS,-32.22,148.58,25.38,225.25448717948706
EAST-SALE-AIRPORT,-38.12,147.13,20.39,185.64371794871795
ESPERANCE,-33.83,121.89,22.41,213.71282051282054
EUCLA,-31.68,128.88,23.83,225.51974358974354
FORREST,-30.85,128.11,26.81,233.7058974358974
GABO-ISLAND-LIGHTHOUSE,-37.57,149.92,19.06,180.68423076923068
GAYNDAH-AIRPORT,-25.62,151.62,29.58,227.89756410256413
GEORGETOWN-AIRPORT,-18.3,143.53,33.92,259.6933333333333
GERALDTON-AIRPORT-COMPARISON,-28.8,114.7,26.72,250.28230769230765
GILES-METEOROLOGICAL-OFFICE,-25.03,128.3,30.47,258.4346153846153
GROVE-RESEARCH-STATION,-42.99,147.07,18.08,171.52589743589746
GUNNEDAH-RESOURCE-CENTRE,-31.03,150.27,26.02,222.3760256410257
HALLS-CREEK-AIRPORT,-18.23,127.66,35.14,264.8110256410256
HOBART-ELLERSLIE-ROAD,-42.89,147.33,18.38,171.52589743589746
HORN-ISLAND,-10.58,142.29,30.84,216.56935897435898
INVERELL-RAGLAN-ST,-29.78,151.11,24.99,225.3560256410257
JERVIS-BAY-POINT-PERPENDICULAR-AWS,-35.09,150.8,21.07,189.42051282051278
KALGOORLIE-BOULDER-AIRPORT,-30.78,121.45,26.44,241.76628205128196
KALUMBURU,-14.3,126.65,35.2,253.63692307692304
KATANNING-COMPARISON,-33.69,117.56,23.21,222.14538461538461
KERANG,-35.72,143.92,23.79,217.55320512820515
KYANCUTTA,-33.13,135.56,26.08,219.5358974358975
LARAPUNA-EDDYSTONE-POINT,-40.99,148.35,18.26,180.59461538461534
LAUNCESTON-AIRPORT,-41.55,147.21,18.45,178.14512820512815
LAVERTON-RAAF,-37.86,144.76,20.51,189.6128205128205
LEARMONTH-AIRPORT,-22.24,114.1,32.57,270.81307692307695
LONGREACH-AERO,-23.44,144.28,33.21,259.08641025641026
LOW-HEAD,-41.06,146.79,16.94,175.65153846153848
MACKAY-M.O,-21.12,149.22,27.46,232.23512820512815
MARBLE-BAR,-21.18,119.75,36.15,269.565512820513
MARREE,-29.65,138.06,30.05,253.79653846153846
MEEKATHARRA-AIRPORT,-26.61,118.54,30.23,262.43551282051277
MELBOURNE-REGIONAL-OFFICE,-37.81,144.97,21.05,189.6128205128205
MERREDIN,-31.48,118.28,26.36,239.7682051282051
MILDURA-AIRPORT,-34.24,142.09,24.79,221.93602564102554
MILES-CONSTANCE-STREET,-26.66,150.18,28.49,236.0108974358975
MORAWA-AIRPORT,-29.2,116.02,28.43,249.73423076923078
MOREE-AERO,-29.49,149.85,27.57,236.475
MORUYA-HEADS-PILOT-STATION,-35.91,150.15,21.2,189.42051282051278
MOUNT-GAMBIER-AERO,-37.75,140.77,19.73,189.61551282051283
NHILL-AERODROME,-36.31,141.65,23.01,205.12089743589743
NORMANTON-AIRPORT,-17.69,141.07,34.62,257.7276923076922
NORTH-SHIELDS-PORT-LINCOLN-AWS,-34.6,135.88,21.45,207.30730769230766
NOWRA-RAN-AIR-STATION-AWS,-34.95,150.54,22.81,190.84615384615384
NURIOOTPA-VITICULTURAL,-34.48,139.01,21.85,215.2258974358975
OODNADATTA-AIRPORT,-27.56,135.45,31.13,256.23935897435894
ORBOST,-37.69,148.47,20.51,180.83910256410257
PALMERVILLE,-16,144.08,33.64,241.68166666666664
PERTH-AIRPORT,-31.93,115.98,25.72,235.517435897436
PORT-HEDLAND-AIRPORT,-20.37,118.63,34.05,266.47871794871804
PORT-MACQUARIE-AIRPORT-AWS,-31.43,152.87,24.46,199.05820512820512
RABBIT-FLAT,-20.18,130.01,35.05,267.73141025641024
RICHMOND-POST-OFFICE,-20.73,143.14,33.91,267.4034615384616
RICHMOND-RAAF,-33.6,150.78,24.65,193.63525641025635
ROBE-COMPARISON,-37.16,139.76,18.93,188.95474358974363
ROCKHAMPTON-AERO,-23.38,150.48,29.63,236.24166666666673
RUTHERGLEN-RESEARCH,-36.1,146.51,22.69,203.60307692307683
SCONE-AIRPORT-AWS,-32.03,150.83,25.16,206.42897435897433
SNOWTOWN-RAYVILLE-PARK,-33.77,138.22,24.31,222.78128205128198
ST-GEORGE-AIRPORT,-28.05,148.59,28.83,243.49833333333328
SYDNEY-OBSERVATORY-HILL,-33.86,151.21,23.36,195.11320512820507
TARCOOLA-AERO,-30.71,134.58,27.99,241.6348717948718
TENNANT-CREEK-AIRPORT,-19.64,134.18,33.36,267.45576923076925
THARGOMINDAH-AIRPORT,-27.99,143.81,30.26,254.66551282051267
TIBOOBURRA-POST-OFFICE,-29.43,142.01,28.74,252.15897435897438
TOWNSVILLE-AERO,-19.25,146.77,30.28,240.03448717948712
VICTORIA-RIVER-DOWNS,-16.4,131.01,36.3,260.966282051282
WAGGA-WAGGA-AMO,-35.16,147.46,23.37,210.08141025641032
WALGETT-AIRPORT-AWS,-30.04,148.12,28.6,235.60051282051282
WANDERING,-32.67,116.67,24.08,226.28371794871796
WEIPA-AERO,-12.68,141.92,33.32,234.94999999999993
WILCANNIA-REID-ST,-31.56,143.37,27.57,240.45653846153846
WILLIAMTOWN-RAAF,-32.79,151.84,24.23,200.36358974358973
WILSONS-PROMONTORY-LIGHTHOUSE,-39.13,146.42,16.88,183.60974358974363
WITTENOOM,-22.24,118.34,34.18,265.6950000000001
WOOMERA-AERODROME,-31.16,136.81,26.86,233.30282051282046
WYALONG-POST-OFFICE,-33.93,147.24,24.77,223.50782051282053
YAMBA-PILOT-STATION,-29.43,153.36,24.9,211.00641025641022
ADELAIDE-KENT-TOWN,-34.92,138.62,23.56,216.00115384615384
ALBANY-AIRPORT-COMPARISON,-34.94,117.8,21.14,204.08487179487182
ALICE-SPRINGS-AIRPORT,-23.8,133.89,30.68,266.0256410256411
AMBERLEY-AMO,-27.63,152.71,28.49,219.59115384615384
BARCALDINE-POST-OFFICE,-23.55,145.29,32.05,256.9039743589743
BATHURST-AGRICULTURAL-STATION,-33.43,149.56,21.48,210.15679487179492
BIRDSVILLE-AIRPORT,-25.9,139.35,32.43,264.346282051282
BOULIA-AIRPORT,-22.91,139.9,33.89,271.0491025641026
BOURKE-AIRPORT-AWS,-30.04,145.95,29.17,240.50217948717938
BRIDGETOWN-COMPARISON,-33.96,116.14,23.87,217.25179487179483
BRISBANE-AERO,-27.39,153.12,26.55,215.48448717948725
BROOME-AIRPORT,-17.95,122.23,33.61,263.2
BUNDABERG-AERO,-24.91,152.32,28.04,230.59320512820517
BURKETOWN-AIRPORT,-17.75,139.54,34.56,248.6629487179487
BUTLERS-GORGE,-42.28,146.28,14.45,160.02961538461548
CABRAMURRA-SMHEA-AWS,-35.94,148.38,13.06,204.5866666666667
CAIRNS-AERO,-16.87,145.75,30.37,227.01217948717954
CAMOOWEAL-TOWNSHIP,-19.92,138.12,35.21,263.06576923076926
CANBERRA-AIRPORT,-35.31,149.2,21.73,199.95948717948724
CAPE-BORDA,-35.75,136.6,19.46,197.25051282051285
CAPE-BRUNY-LIGHTHOUSE,-43.49,147.15,16.67,160.00500000000005
CAPE-LEEUWIN,-34.37,115.14,20.88,203.24038461538467
CAPE-MORETON-LIGHTHOUSE,-27.03,153.47,25.11,215.48448717948725
CAPE-OTWAY-LIGHTHOUSE,-38.86,143.51,17.63,179.97923076923078
CARNARVON-AIRPORT,-24.89,113.67,28.99,266.3053846153845
CEDUNA-AMO,-32.13,133.7,25.14,222.31961538461533
CHARLEVILLE-AERO,-26.41,146.26,30.3,248.8498717948718
CHARTERS-TOWERS-AIRPORT,-20.05,146.27,31.54,252.9807692307692
COBAR-MO,-31.48,145.83,26.97,234.0566666666666
COFFS-HARBOUR-MO,-30.31,153.12,24.82,206.5312820512821
CUNDERDIN-AIRFIELD,-31.62,117.22,27.01,239.94205128205127
DALWALLINU-COMPARISON,-30.28,116.66,27.97,244.93717948717946
DARWIN-AIRPORT,-12.42,130.89,33.49,238.56987179487186
DENILIQUIN-AIRPORT-AWS,-35.56,144.95,24.52,217.4278205128206
DUBBO-AIRPORT-AWS,-32.22,148.58,25.56,225.25448717948706
EAST-SALE-AIRPORT,-38.12,147.13,21.11,185.64371794871795
ESPERANCE,-33.83,121.89,22.9,213.71282051282054
EUCLA,-31.68,128.88,24.19,225.51974358974354
FORREST,-30.85,128.11,27.17,233.7058974358974
GABO-ISLAND-LIGHTHOUSE,-37.57,149.92,19.86,180.68423076923068
GAYNDAH-AIRPORT,-25.62,151.62,29.85,227.89756410256413
GEORGETOWN-AIRPORT,-18.3,143.53,34.11,259.6933333333333
GERALDTON-AIRPORT-COMPARISON,-28.8,114.7,27.36,250.28230769230765
GILES-METEOROLOGICAL-OFFICE,-25.03,128.3,30.95,258.4346153846153
GROVE-RESEARCH-STATION,-42.99,147.07,18.94,171.52589743589746
GUNNEDAH-RESOURCE-CENTRE,-31.03,150.27,26.16,222.3760256410257
HALLS-CREEK-AIRPORT,-18.23,127.66,35.74,264.8110256410256
HOBART-ELLERSLIE-ROAD,-42.89,147.33,19.24,171.52589743589746
HORN-ISLAND,-10.58,142.29,31.35,216.56935897435898
INVERELL-RAGLAN-ST,-29.78,151.11,25.21,225.3560256410257
JERVIS-BAY-POINT-PERPENDICULAR-AWS,-35.09,150.8,21.72,189.42051282051278
KALGOORLIE-BOULDER-AIRPORT,-30.78,121.45,26.96,241.76628205128196
KALUMBURU,-14.3,126.65,35.63,253.63692307692304
KATANNING-COMPARISON,-33.69,117.56,23.87,222.14538461538461
KERANG,-35.72,143.92,24.35,217.55320512820515
KYANCUTTA,-33.13,135.56,26.53,219.5358974358975
LARAPUNA-EDDYSTONE-POINT,-40.99,148.35,19.07,180.59461538461534
LAUNCESTON-AIRPORT,-41.55,147.21,19.24,178.14512820512815
LAVERTON-RAAF,-37.86,144.76,21.16,189.6128205128205
LEARMONTH-AIRPORT,-22.24,114.1,33.01,270.81307692307695
LONGREACH-AERO,-23.44,144.28,33.49,259.08641025641026
LOW-HEAD,-41.06,146.79,17.71,175.65153846153848
MACKAY-M.O,-21.12,149.22,27.81,232.23512820512815
MARBLE-BAR,-21.18,119.75,36.71,269.565512820513
MARREE,-29.65,138.06,30.55,253.79653846153846
MEEKATHARRA-AIRPORT,-26.61,118.54,30.73,262.43551282051277
MELBOURNE-REGIONAL-OFFICE,-37.81,144.97,21.71,189.6128205128205
MERREDIN,-31.48,118.28,27.13,239.7682051282051
MILDURA-AIRPORT,-34.24,142.09,25.31,221.93602564102554
MILES-CONSTANCE-STREET,-26.66,150.18,28.7,236.0108974358975
MORAWA-AIRPORT,-29.2,116.02,29.25,249.73423076923078
MOREE-AERO,-29.49,149.85,27.76,236.475
MORUYA-HEADS-PILOT-STATION,-35.91,150.15,21.85,189.42051282051278
MOUNT-GAMBIER-AERO,-37.75,140.77,20.26,189.61551282051283
NHILL-AERODROME,-36.31,141.65,23.54,205.12089743589743
NORMANTON-AIRPORT,-17.69,141.07,34.9,257.7276923076922
NORTH-SHIELDS-PORT-LINCOLN-AWS,-34.6,135.88,21.88,207.30730769230766
NOWRA-RAN-AIR-STATION-AWS,-34.95,150.54,23.42,190.84615384615384
NURIOOTPA-VITICULTURAL,-34.48,139.01,22.36,215.2258974358975
OODNADATTA-AIRPORT,-27.56,135.45,31.35,256.23935897435894
ORBOST,-37.69,148.47,21.23,180.83910256410257
PALMERVILLE,-16,144.08,33.95,241.68166666666664
PERTH-AIRPORT,-31.93,115.98,26.38,235.517435897436
PORT-HEDLAND-AIRPORT,-20.37,118.63,34.58,266.47871794871804
PORT-MACQUARIE-AIRPORT-AWS,-31.43,152.87,24.86,199.05820512820512
RABBIT-FLAT,-20.18,130.01,35.55,267.73141025641024
RICHMOND-POST-OFFICE,-20.73,143.14,34.21,267.4034615384616
RICHMOND-RAAF,-33.6,150.78,25.08,193.63525641025635
ROBE-COMPARISON,-37.16,139.76,19.43,188.95474358974363
ROCKHAMPTON-AERO,-23.38,150.48,29.97,236.24166666666673
RUTHERGLEN-RESEARCH,-36.1,146.51,23.26,203.60307692307683
SCONE-AIRPORT-AWS,-32.03,150.83,25.4,206.42897435897433
SNOWTOWN-RAYVILLE-PARK,-33.77,138.22,24.81,222.78128205128198
ST-GEORGE-AIRPORT,-28.05,148.59,29.08,243.49833333333328
SYDNEY-OBSERVATORY-HILL,-33.86,151.21,23.92,195.11320512820507
TARCOOLA-AERO,-30.71,134.58,28.43,241.6348717948718
TENNANT-CREEK-AIRPORT,-19.64,134.18,33.69,267.45576923076925
THARGOMINDAH-AIRPORT,-27.99,143.81,30.59,254.66551282051267
TIBOOBURRA-POST-OFFICE,-29.43,142.01,29.12,252.15897435897438
TOWNSVILLE-AERO,-19.25,146.77,30.68,240.03448717948712
VICTORIA-RIVER-DOWNS,-16.4,131.01,36.73,260.966282051282
WAGGA-WAGGA-AMO,-35.16,147.46,23.82,210.08141025641032
WALGETT-AIRPORT-AWS,-30.04,148.12,28.77,235.60051282051282
WANDERING,-32.67,116.67,24.74,226.28371794871796
WEIPA-AERO,-12.68,141.92,33.76,234.94999999999993
WILCANNIA-REID-ST,-31.56,143.37,27.99,240.45653846153846
WILLIAMTOWN-RAAF,-32.79,151.84,24.76,200.36358974358973
WILSONS-PROMONTORY-LIGHTHOUSE,-39.13,146.42,17.59,183.60974358974363
WITTENOOM,-22.24,118.34,34.76,265.6950000000001
WOOMERA-AERODROME,-31.16,136.81,27.28,233.30282051282046
WYALONG-POST-OFFICE,-33.93,147.24,25.13,223.50782051282053
YAMBA-PILOT-STATION,-29.43,153.36,25.31,211.00641025641022
ADELAIDE-KENT-TOWN,-34.92,138.62,23.85,216.00115384615384
ALBANY-AIRPORT-COMPARISON,-34.94,117.8,21.3,204.08487179487182
ALICE-SPRINGS-AIRPORT,-23.8,133.89,31.58,266.0256410256411
AMBERLEY-AMO,-27.63,152.71,28.99,219.59115384615384
BARCALDINE-POST-OFFICE,-23.55,145.29,32.64,256.9039743589743
BATHURST-AGRICULTURAL-STATION,-33.43,149.56,22.26,210.15679487179492
BIRDSVILLE-AIRPORT,-25.9,139.35,33.37,264.346282051282
BOULIA-AIRPORT,-22.91,139.9,34.76,271.0491025641026
BOURKE-AIRPORT-AWS,-30.04,145.95,29.79,240.50217948717938
BRIDGETOWN-COMPARISON,-33.96,116.14,24.06,217.25179487179483
BRISBANE-AERO,-27.39,153.12,27,215.48448717948725
BROOME-AIRPORT,-17.95,122.23,34.11,263.2
BUNDABERG-AERO,-24.91,152.32,28.46,230.59320512820517
BURKETOWN-AIRPORT,-17.75,139.54,35.3,248.6629487179487
BUTLERS-GORGE,-42.28,146.28,14.59,160.02961538461548
CABRAMURRA-SMHEA-AWS,-35.94,148.38,13.56,204.5866666666667
CAIRNS-AERO,-16.87,145.75,30.74,227.01217948717954
CAMOOWEAL-TOWNSHIP,-19.92,138.12,36.06,263.06576923076926
CANBERRA-AIRPORT,-35.31,149.2,22.28,199.95948717948724
CAPE-BORDA,-35.75,136.6,19.66,197.25051282051285
CAPE-BRUNY-LIGHTHOUSE,-43.49,147.15,16.85,160.00500000000005
CAPE-LEEUWIN,-34.37,115.14,21.05,203.24038461538467
CAPE-MORETON-LIGHTHOUSE,-27.03,153.47,25.5,215.48448717948725
CAPE-OTWAY-LIGHTHOUSE,-38.86,143.51,17.81,179.97923076923078
CARNARVON-AIRPORT,-24.89,113.67,29.28,266.3053846153845
CEDUNA-AMO,-32.13,133.7,25.44,222.31961538461533
CHARLEVILLE-AERO,-26.41,146.26,31,248.8498717948718
CHARTERS-TOWERS-AIRPORT,-20.05,146.27,32.06,252.9807692307692
COBAR-MO,-31.48,145.83,27.58,234.0566666666666
COFFS-HARBOUR-MO,-30.31,153.12,25.36,206.5312820512821
CUNDERDIN-AIRFIELD,-31.62,117.22,27.19,239.94205128205127
DALWALLINU-COMPARISON,-30.28,116.66,28.17,244.93717948717946
DARWIN-AIRPORT,-12.42,130.89,34.04,238.56987179487186
DENILIQUIN-AIRPORT-AWS,-35.56,144.95,24.88,217.4278205128206
DUBBO-AIRPORT-AWS,-32.22,148.58,26.31,225.25448717948706
EAST-SALE-AIRPORT,-38.12,147.13,21.39,185.64371794871795
ESPERANCE,-33.83,121.89,23.05,213.71282051282054
EUCLA,-31.68,128.88,24.44,225.51974358974354
FORREST,-30.85,128.11,27.46,233.7058974358974
GABO-ISLAND-LIGHTHOUSE,-37.57,149.92,20.28,180.68423076923068
GAYNDAH-AIRPORT,-25.62,151.62,30.41,227.89756410256413
GEORGETOWN-AIRPORT,-18.3,143.53,34.82,259.6933333333333
GERALDTON-AIRPORT-COMPARISON,-28.8,114.7,27.6,250.28230769230765
GILES-METEOROLOGICAL-OFFICE,-25.03,128.3,31.78,258.4346153846153
GROVE-RESEARCH-STATION,-42.99,147.07,19.12,171.52589743589746
GUNNEDAH-RESOURCE-CENTRE,-31.03,150.27,27.05,222.3760256410257
HALLS-CREEK-AIRPORT,-18.23,127.66,36.41,264.8110256410256
HOBART-ELLERSLIE-ROAD,-42.89,147.33,19.43,171.52589743589746
HORN-ISLAND,-10.58,142.29,31.69,216.56935897435898
INVERELL-RAGLAN-ST,-29.78,151.11,25.94,225.3560256410257
JERVIS-BAY-POINT-PERPENDICULAR-AWS,-35.09,150.8,22.26,189.42051282051278
KALGOORLIE-BOULDER-AIRPORT,-30.78,121.45,27.14,241.76628205128196
KALUMBURU,-14.3,126.65,36.15,253.63692307692304
KATANNING-COMPARISON,-33.69,117.56,24.04,222.14538461538461
KERANG,-35.72,143.92,24.69,217.55320512820515
KYANCUTTA,-33.13,135.56,26.85,219.5358974358975
LARAPUNA-EDDYSTONE-POINT,-40.99,148.35,19.34,180.59461538461534
LAUNCESTON-AIRPORT,-41.55,147.21,19.45,178.14512820512815
LAVERTON-RAAF,-37.86,144.76,21.42,189.6128205128205
LEARMONTH-AIRPORT,-22.24,114.1,33.41,270.81307692307695
LONGREACH-AERO,-23.44,144.28,34.13,259.08641025641026
LOW-HEAD,-41.06,146.79,17.92,175.65153846153848
MACKAY-M.O,-21.12,149.22,28.22,232.23512820512815
MARBLE-BAR,-21.18,119.75,37.34,269.565512820513
MARREE,-29.65,138.06,30.98,253.79653846153846
MEEKATHARRA-AIRPORT,-26.61,118.54,31.2,262.43551282051277
MELBOURNE-REGIONAL-OFFICE,-37.81,144.97,21.97,189.6128205128205
MERREDIN,-31.48,118.28,27.27,239.7682051282051
MILDURA-AIRPORT,-34.24,142.09,25.67,221.93602564102554
MILES-CONSTANCE-STREET,-26.66,150.18,29.35,236.0108974358975
MORAWA-AIRPORT,-29.2,116.02,29.49,249.73423076923078
MOREE-AERO,-29.49,149.85,28.48,236.475
MORUYA-HEADS-PILOT-STATION,-35.91,150.15,22.37,189.42051282051278
MOUNT-GAMBIER-AERO,-37.75,140.77,20.46,189.61551282051283
NHILL-AERODROME,-36.31,141.65,23.83,205.12089743589743
NORMANTON-AIRPORT,-17.69,141.07,35.61,257.7276923076922
NORTH-SHIELDS-PORT-LINCOLN-AWS,-34.6,135.88,22.11,207.30730769230766
NOWRA-RAN-AIR-STATION-AWS,-34.95,150.54,23.98,190.84615384615384
NURIOOTPA-VITICULTURAL,-34.48,139.01,22.68,215.2258974358975
OODNADATTA-AIRPORT,-27.56,135.45,32.22,256.23935897435894
ORBOST,-37.69,148.47,21.6,180.83910256410257
PALMERVILLE,-16,144.08,34.52,241.68166666666664
PERTH-AIRPORT,-31.93,115.98,26.6,235.517435897436
PORT-HEDLAND-AIRPORT,-20.37,118.63,35.14,266.47871794871804
PORT-MACQUARIE-AIRPORT-AWS,-31.43,152.87,25.5,199.05820512820512
RABBIT-FLAT,-20.18,130.01,36.41,267.73141025641024
RICHMOND-POST-OFFICE,-20.73,143.14,34.94,267.4034615384616
RICHMOND-RAAF,-33.6,150.78,25.77,193.63525641025635
ROBE-COMPARISON,-37.16,139.76,19.63,188.95474358974363
ROCKHAMPTON-AERO,-23.38,150.48,30.48,236.24166666666673
RUTHERGLEN-RESEARCH,-36.1,146.51,23.67,203.60307692307683
SCONE-AIRPORT-AWS,-32.03,150.83,26.24,206.42897435897433
SNOWTOWN-RAYVILLE-PARK,-33.77,138.22,25.15,222.78128205128198
ST-GEORGE-AIRPORT,-28.05,148.59,29.72,243.49833333333328
SYDNEY-OBSERVATORY-HILL,-33.86,151.21,24.52,195.11320512820507
TARCOOLA-AERO,-30.71,134.58,28.91,241.6348717948718
TENNANT-CREEK-AIRPORT,-19.64,134.18,34.67,267.45576923076925
THARGOMINDAH-AIRPORT,-27.99,143.81,31.26,254.66551282051267
TIBOOBURRA-POST-OFFICE,-29.43,142.01,29.71,252.15897435897438
TOWNSVILLE-AERO,-19.25,146.77,31.07,240.03448717948712
VICTORIA-RIVER-DOWNS,-16.4,131.01,37.5,260.966282051282
WAGGA-WAGGA-AMO,-35.16,147.46,24.31,210.08141025641032
WALGETT-AIRPORT-AWS,-30.04,148.12,29.51,235.60051282051282
WANDERING,-32.67,116.67,24.94,226.28371794871796
WEIPA-AERO,-12.68,141.92,34.19,234.94999999999993
WILCANNIA-REID-ST,-31.56,143.37,28.45,240.45653846153846
WILLIAMTOWN-RAAF,-32.79,151.84,25.4,200.36358974358973
WILSONS-PROMONTORY-LIGHTHOUSE,-39.13,146.42,17.8,183.60974358974363
WITTENOOM,-22.24,118.34,35.37,265.6950000000001
WOOMERA-AERODROME,-31.16,136.81,27.75,233.30282051282046
WYALONG-POST-OFFICE,-33.93,147.24,25.64,223.50782051282053
YAMBA-PILOT-STATION,-29.43,153.36,25.78,211.00641025641022
ADELAIDE-KENT-TOWN,-34.92,138.62,24.15,216.00115384615384
ALBANY-AIRPORT-COMPARISON,-34.94,117.8,21.53,204.08487179487182
ALICE-SPRINGS-AIRPORT,-23.8,133.89,31.8,266.0256410256411
AMBERLEY-AMO,-27.63,152.71,29.36,219.59115384615384
BARCALDINE-POST-OFFICE,-23.55,145.29,33.07,256.9039743589743
BATHURST-AGRICULTURAL-STATION,-33.43,149.56,22.7,210.15679487179492
BIRDSVILLE-AIRPORT,-25.9,139.35,33.57,264.346282051282
BOULIA-AIRPORT,-22.91,139.9,34.99,271.0491025641026
BOURKE-AIRPORT-AWS,-30.04,145.95,30.2,240.50217948717938
BRIDGETOWN-COMPARISON,-33.96,116.14,24.19,217.25179487179483
BRISBANE-AERO,-27.39,153.12,27.28,215.48448717948725
BROOME-AIRPORT,-17.95,122.23,34.29,263.2
BUNDABERG-AERO,-24.91,152.32,28.7,230.59320512820517
BURKETOWN-AIRPORT,-17.75,139.54,35.54,248.6629487179487
BUTLERS-GORGE,-42.28,146.28,14.78,160.02961538461548
CABRAMURRA-SMHEA-AWS,-35.94,148.38,14.02,204.5866666666667
CAIRNS-AERO,-16.87,145.75,30.99,227.01217948717954
CAMOOWEAL-TOWNSHIP,-19.92,138.12,36.16,263.06576923076926
CANBERRA-AIRPORT,-35.31,149.2,22.7,199.95948717948724
CAPE-BORDA,-35.75,136.6,19.95,197.25051282051285
CAPE-BRUNY-LIGHTHOUSE,-43.49,147.15,17.02,160.00500000000005
CAPE-LEEUWIN,-34.37,115.14,21.14,203.24038461538467
CAPE-MORETON-LIGHTHOUSE,-27.03,153.47,25.78,215.48448717948725
CAPE-OTWAY-LIGHTHOUSE,-38.86,143.51,18.08,179.97923076923078
CARNARVON-AIRPORT,-24.89,113.67,29.36,266.3053846153845
CEDUNA-AMO,-32.13,133.7,25.81,222.31961538461533
CHARLEVILLE-AERO,-26.41,146.26,31.4,248.8498717948718
CHARTERS-TOWERS-AIRPORT,-20.05,146.27,32.37,252.9807692307692
COBAR-MO,-31.48,145.83,28.01,234.0566666666666
COFFS-HARBOUR-MO,-30.31,153.12,25.73,206.5312820512821
CUNDERDIN-AIRFIELD,-31.62,117.22,27.4,239.94205128205127
DALWALLINU-COMPARISON,-30.28,116.66,28.34,244.93717948717946
DARWIN-AIRPORT,-12.42,130.89,34.32,238.56987179487186
DENILIQUIN-AIRPORT-AWS,-35.56,144.95,25.19,217.4278205128206
DUBBO-AIRPORT-AWS,-32.22,148.58,26.72,225.25448717948706
EAST-SALE-AIRPORT,-38.12,147.13,21.71,185.64371794871795
ESPERANCE,-33.83,121.89,23.34,213.71282051282054
EUCLA,-31.68,128.88,24.91,225.51974358974354
FORREST,-30.85,128.11,27.92,233.7058974358974
GABO-ISLAND-LIGHTHOUSE,-37.57,149.92,20.53,180.68423076923068
GAYNDAH-AIRPORT,-25.62,151.62,30.72,227.89756410256413
GEORGETOWN-AIRPORT,-18.3,143.53,35.08,259.6933333333333
GERALDTON-AIRPORT-COMPARISON,-28.8,114.7,27.66,250.28230769230765
GILES-METEOROLOGICAL-OFFICE,-25.03,128.3,32.09,258.4346153846153
GROVE-RESEARCH-STATION,-42.99,147.07,19.28,171.52589743589746
GUNNEDAH-RESOURCE-CENTRE,-31.03,150.27,27.4,222.3760256410257
HALLS-CREEK-AIRPORT,-18.23,127.66,36.76,264.8110256410256
HOBART-ELLERSLIE-ROAD,-42.89,147.33,19.6,171.52589743589746
HORN-ISLAND,-10.58,142.29,31.87,216.56935897435898
INVERELL-RAGLAN-ST,-29.78,151.11,26.39,225.3560256410257
JERVIS-BAY-POINT-PERPENDICULAR-AWS,-35.09,150.8,22.52,189.42051282051278
KALGOORLIE-BOULDER-AIRPORT,-30.78,121.45,27.52,241.76628205128196
KALUMBURU,-14.3,126.65,36.44,253.63692307692304
KATANNING-COMPARISON,-33.69,117.56,24.23,222.14538461538461
KERANG,-35.72,143.92,25,217.55320512820515
KYANCUTTA,-33.13,135.56,27.18,219.5358974358975
LARAPUNA-EDDYSTONE-POINT,-40.99,148.35,19.51,180.59461538461534
LAUNCESTON-AIRPORT,-41.55,147.21,19.63,178.14512820512815
LAVERTON-RAAF,-37.86,144.76,21.74,189.6128205128205
LEARMONTH-AIRPORT,-22.24,114.1,33.63,270.81307692307695
LONGREACH-AERO,-23.44,144.28,34.52,259.08641025641026
LOW-HEAD,-41.06,146.79,18.1,175.65153846153848
MACKAY-M.O,-21.12,149.22,28.42,232.23512820512815
MARBLE-BAR,-21.18,119.75,37.7,269.565512820513
MARREE,-29.65,138.06,31.46,253.79653846153846
MEEKATHARRA-AIRPORT,-26.61,118.54,31.64,262.43551282051277
MELBOURNE-REGIONAL-OFFICE,-37.81,144.97,22.31,189.6128205128205
MERREDIN,-31.48,118.28,27.53,239.7682051282051
MILDURA-AIRPORT,-34.24,142.09,26.03,221.93602564102554
MILES-CONSTANCE-STREET,-26.66,150.18,29.77,236.0108974358975
MORAWA-AIRPORT,-29.2,116.02,29.61,249.73423076923078
MOREE-AERO,-29.49,149.85,28.89,236.475
MORUYA-HEADS-PILOT-STATION,-35.91,150.15,22.64,189.42051282051278
MOUNT-GAMBIER-AERO,-37.75,140.77,20.74,189.61551282051283
NHILL-AERODROME,-36.31,141.65,24.11,205.12089743589743
NORMANTON-AIRPORT,-17.69,141.07,35.88,257.7276923076922
NORTH-SHIELDS-PORT-LINCOLN-AWS,-34.6,135.88,22.42,207.30730769230766
NOWRA-RAN-AIR-STATION-AWS,-34.95,150.54,24.3,190.84615384615384
NURIOOTPA-VITICULTURAL,-34.48,139.01,23,215.2258974358975
OODNADATTA-AIRPORT,-27.56,135.45,32.46,256.23935897435894
